year,term,course_name,section,user_id,grade
2013,3,PE2,ADIT1-1,51800003853,85
2013,3,NSTP2,BSIT1-1,51800003853,96
2013,3,MA122,BSIT1-1,51800003853,80
2013,3,IT112,BSIT1-1A,51800003853,75
2013,3,IT113,BSIT1-1A,51800003853,96
2013,3,ENG123,BSIT1-1,51800003853,85
2013,3,GE111,BSIT1-1,51800003853,88
2013,3,IT123,BSIT1-1,51800003853,87
